"subject","item","rt","accessible","inaccessible","group","region","trial","accessible_g","inaccessible_g","group_g","region_g"
"Native 54",10,"454",1,1,-1,1,"Native 54 10","Accessible Mismatch","Inaccessible Mismatch","Native","Spillover Region"
"Native 37",11,"435",-1,-1,-1,-1,"Native 37 11","Accessible Match","Inaccessible Match","Native","Critical Region"
"Native 37",11,"523",-1,-1,-1,1,"Native 37 11","Accessible Match","Inaccessible Match","Native","Spillover Region"
"Native 38",11,"445",-1,-1,-1,-1,"Native 38 11","Accessible Match","Inaccessible Match","Native","Critical Region"
"Native 38",11,"376",-1,-1,-1,1,"Native 38 11","Accessible Match","Inaccessible Match","Native","Spillover Region"
"Native 39",11,"353",-1,-1,-1,-1,"Native 39 11","Accessible Match","Inaccessible Match","Native","Critical Region"
"Native 39",11,"439",-1,-1,-1,1,"Native 39 11","Accessible Match","Inaccessible Match","Native","Spillover Region"
"Native 40",11,"608",-1,-1,-1,-1,"Native 40 11","Accessible Match","Inaccessible Match","Native","Critical Region"
"Native 40",11,"416",-1,-1,-1,1,"Native 40 11","Accessible Match","Inaccessible Match","Native","Spillover Region"
"Native 41",11,"369",-1,-1,-1,-1,"Native 41 11","Accessible Match","Inaccessible Match","Native","Critical Region"
"Native 41",11,"327",-1,-1,-1,1,"Native 41 11","Accessible Match","Inaccessible Match","Native","Spillover Region"
"Native 42",11,"434",-1,-1,-1,-1,"Native 42 11","Accessible Match","Inaccessible Match","Native","Critical Region"
"Native 42",11,"419",-1,-1,-1,1,"Native 42 11","Accessible Match","Inaccessible Match","Native","Spillover Region"
"Native 43",11,"706",-1,-1,-1,-1,"Native 43 11","Accessible Match","Inaccessible Match","Native","Critical Region"
"Native 43",11,"539",-1,-1,-1,1,"Native 43 11","Accessible Match","Inaccessible Match","Native","Spillover Region"
"Native 44",11,"396",-1,-1,-1,-1,"Native 44 11","Accessible Match","Inaccessible Match","Native","Critical Region"
"Native 44",11,"440",-1,-1,-1,1,"Native 44 11","Accessible Match","Inaccessible Match","Native","Spillover Region"
"Native 45",11,"721",-1,-1,-1,-1,"Native 45 11","Accessible Match","Inaccessible Match","Native","Critical Region"
"Native 45",11,"500",-1,-1,-1,1,"Native 45 11","Accessible Match","Inaccessible Match","Native","Spillover Region"
"Native 46",11,"552",-1,-1,-1,-1,"Native 46 11","Accessible Match","Inaccessible Match","Native","Critical Region"
"Native 46",11,"488",-1,-1,-1,1,"Native 46 11","Accessible Match","Inaccessible Match","Native","Spillover Region"
"Native 47",11,"340",-1,-1,-1,-1,"Native 47 11","Accessible Match","Inaccessible Match","Native","Critical Region"
"Native 47",11,"402",-1,-1,-1,1,"Native 47 11","Accessible Match","Inaccessible Match","Native","Spillover Region"
"Native 48",11,"776",-1,-1,-1,-1,"Native 48 11","Accessible Match","Inaccessible Match","Native","Critical Region"
"Native 48",11,"495",-1,-1,-1,1,"Native 48 11","Accessible Match","Inaccessible Match","Native","Spillover Region"
"Native 49",11,"418",-1,-1,-1,-1,"Native 49 11","Accessible Match","Inaccessible Match","Native","Critical Region"
"Native 49",11,"405",-1,-1,-1,1,"Native 49 11","Accessible Match","Inaccessible Match","Native","Spillover Region"
"Native 50",11,"649",-1,-1,-1,-1,"Native 50 11","Accessible Match","Inaccessible Match","Native","Critical Region"
"Native 50",11,"620",-1,-1,-1,1,"Native 50 11","Accessible Match","Inaccessible Match","Native","Spillover Region"
"Native 51",11,"815",-1,-1,-1,-1,"Native 51 11","Accessible Match","Inaccessible Match","Native","Critical Region"
"Native 51",11,"719",-1,-1,-1,1,"Native 51 11","Accessible Match","Inaccessible Match","Native","Spillover Region"
"Native 52",11,"600",-1,-1,-1,-1,"Native 52 11","Accessible Match","Inaccessible Match","Native","Critical Region"
"Native 52",11,"568",-1,-1,-1,1,"Native 52 11","Accessible Match","Inaccessible Match","Native","Spillover Region"
"Native 53",11,"482",-1,-1,-1,-1,"Native 53 11","Accessible Match","Inaccessible Match","Native","Critical Region"
"Native 53",11,"381",-1,-1,-1,1,"Native 53 11","Accessible Match","Inaccessible Match","Native","Spillover Region"
"Native 54",11,"417",-1,-1,-1,-1,"Native 54 11","Accessible Match","Inaccessible Match","Native","Critical Region"
"Native 54",11,"394",-1,-1,-1,1,"Native 54 11","Accessible Match","Inaccessible Match","Native","Spillover Region"
"Native 55",11,"282",-1,1,-1,-1,"Native 55 11","Accessible Match","Inaccessible Mismatch","Native","Critical Region"
"Native 55",11,"305",-1,1,-1,1,"Native 55 11","Accessible Match","Inaccessible Mismatch","Native","Spillover Region"
"Native 56",11,"403",-1,1,-1,-1,"Native 56 11","Accessible Match","Inaccessible Mismatch","Native","Critical Region"
"Native 56",11,"391",-1,1,-1,1,"Native 56 11","Accessible Match","Inaccessible Mismatch","Native","Spillover Region"
"Native 57",11,"526",-1,1,-1,-1,"Native 57 11","Accessible Match","Inaccessible Mismatch","Native","Critical Region"
"Native 57",11,"319",-1,1,-1,1,"Native 57 11","Accessible Match","Inaccessible Mismatch","Native","Spillover Region"
"Native 58",11,"550",-1,1,-1,-1,"Native 58 11","Accessible Match","Inaccessible Mismatch","Native","Critical Region"
"Native 58",11,"518",-1,1,-1,1,"Native 58 11","Accessible Match","Inaccessible Mismatch","Native","Spillover Region"
"Native 59",11,"439",-1,1,-1,-1,"Native 59 11","Accessible Match","Inaccessible Mismatch","Native","Critical Region"
"Native 59",11,"536",-1,1,-1,1,"Native 59 11","Accessible Match","Inaccessible Mismatch","Native","Spillover Region"
"Native 60",11,"434",-1,1,-1,-1,"Native 60 11","Accessible Match","Inaccessible Mismatch","Native","Critical Region"
"Native 60",11,"402",-1,1,-1,1,"Native 60 11","Accessible Match","Inaccessible Mismatch","Native","Spillover Region"
"Native 61",11,"416",-1,1,-1,-1,"Native 61 11","Accessible Match","Inaccessible Mismatch","Native","Critical Region"
"Native 61",11,"361",-1,1,-1,1,"Native 61 11","Accessible Match","Inaccessible Mismatch","Native","Spillover Region"
"Native 62",11,"360",-1,1,-1,-1,"Native 62 11","Accessible Match","Inaccessible Mismatch","Native","Critical Region"
"Native 62",11,"391",-1,1,-1,1,"Native 62 11","Accessible Match","Inaccessible Mismatch","Native","Spillover Region"
"Native 63",11,"451",-1,1,-1,-1,"Native 63 11","Accessible Match","Inaccessible Mismatch","Native","Critical Region"
"Native 63",11,"354",-1,1,-1,1,"Native 63 11","Accessible Match","Inaccessible Mismatch","Native","Spillover Region"
"Native 64",11,"351",-1,1,-1,-1,"Native 64 11","Accessible Match","Inaccessible Mismatch","Native","Critical Region"
"Native 64",11,"406",-1,1,-1,1,"Native 64 11","Accessible Match","Inaccessible Mismatch","Native","Spillover Region"
"Native 65",11,"330",-1,1,-1,-1,"Native 65 11","Accessible Match","Inaccessible Mismatch","Native","Critical Region"
"Native 65",11,"410",-1,1,-1,1,"Native 65 11","Accessible Match","Inaccessible Mismatch","Native","Spillover Region"
"Native 66",11,"365",-1,1,-1,-1,"Native 66 11","Accessible Match","Inaccessible Mismatch","Native","Critical Region"
"Native 66",11,"358",-1,1,-1,1,"Native 66 11","Accessible Match","Inaccessible Mismatch","Native","Spillover Region"
"Native 67",11,"468",-1,1,-1,-1,"Native 67 11","Accessible Match","Inaccessible Mismatch","Native","Critical Region"
"Native 67",11,"395",-1,1,-1,1,"Native 67 11","Accessible Match","Inaccessible Mismatch","Native","Spillover Region"
"Native 68",11,"427",-1,1,-1,-1,"Native 68 11","Accessible Match","Inaccessible Mismatch","Native","Critical Region"
"Native 68",11,"386",-1,1,-1,1,"Native 68 11","Accessible Match","Inaccessible Mismatch","Native","Spillover Region"
"Native 69",11,"752",-1,1,-1,-1,"Native 69 11","Accessible Match","Inaccessible Mismatch","Native","Critical Region"
"Native 69",11,"338",-1,1,-1,1,"Native 69 11","Accessible Match","Inaccessible Mismatch","Native","Spillover Region"
"Native 70",11,"307",-1,1,-1,-1,"Native 70 11","Accessible Match","Inaccessible Mismatch","Native","Critical Region"
"Native 70",11,"326",-1,1,-1,1,"Native 70 11","Accessible Match","Inaccessible Mismatch","Native","Spillover Region"
"Native 71",11,"751",-1,1,-1,-1,"Native 71 11","Accessible Match","Inaccessible Mismatch","Native","Critical Region"
"Native 71",11,"801",-1,1,-1,1,"Native 71 11","Accessible Match","Inaccessible Mismatch","Native","Spillover Region"
"Native 72",11,"361",-1,1,-1,-1,"Native 72 11","Accessible Match","Inaccessible Mismatch","Native","Critical Region"
"Native 72",11,"224",-1,1,-1,1,"Native 72 11","Accessible Match","Inaccessible Mismatch","Native","Spillover Region"
"Native 1",11,"352",1,-1,-1,-1,"Native 1 11","Accessible Mismatch","Inaccessible Match","Native","Critical Region"
"Native 1",11,"352",1,-1,-1,1,"Native 1 11","Accessible Mismatch","Inaccessible Match","Native","Spillover Region"
"Native 2",11,"499",1,-1,-1,-1,"Native 2 11","Accessible Mismatch","Inaccessible Match","Native","Critical Region"
"Native 2",11,"379",1,-1,-1,1,"Native 2 11","Accessible Mismatch","Inaccessible Match","Native","Spillover Region"
"Native 3",11,"552",1,-1,-1,-1,"Native 3 11","Accessible Mismatch","Inaccessible Match","Native","Critical Region"
"Native 3",11,"536",1,-1,-1,1,"Native 3 11","Accessible Mismatch","Inaccessible Match","Native","Spillover Region"
"Native 4",11,"487",1,-1,-1,-1,"Native 4 11","Accessible Mismatch","Inaccessible Match","Native","Critical Region"
"Native 4",11,"645",1,-1,-1,1,"Native 4 11","Accessible Mismatch","Inaccessible Match","Native","Spillover Region"
"Native 5",11,"425",1,-1,-1,-1,"Native 5 11","Accessible Mismatch","Inaccessible Match","Native","Critical Region"
"Native 5",11,"458",1,-1,-1,1,"Native 5 11","Accessible Mismatch","Inaccessible Match","Native","Spillover Region"
"Native 6",11,"344",1,-1,-1,-1,"Native 6 11","Accessible Mismatch","Inaccessible Match","Native","Critical Region"
"Native 6",11,"320",1,-1,-1,1,"Native 6 11","Accessible Mismatch","Inaccessible Match","Native","Spillover Region"
"Native 7",11,"432",1,-1,-1,-1,"Native 7 11","Accessible Mismatch","Inaccessible Match","Native","Critical Region"
"Native 7",11,"624",1,-1,-1,1,"Native 7 11","Accessible Mismatch","Inaccessible Match","Native","Spillover Region"
"Native 8",11,"569",1,-1,-1,-1,"Native 8 11","Accessible Mismatch","Inaccessible Match","Native","Critical Region"
"Native 8",11,"599",1,-1,-1,1,"Native 8 11","Accessible Mismatch","Inaccessible Match","Native","Spillover Region"
"Native 9",11,"428",1,-1,-1,-1,"Native 9 11","Accessible Mismatch","Inaccessible Match","Native","Critical Region"
"Native 9",11,"514",1,-1,-1,1,"Native 9 11","Accessible Mismatch","Inaccessible Match","Native","Spillover Region"
"Native 10",11,"296",1,-1,-1,-1,"Native 10 11","Accessible Mismatch","Inaccessible Match","Native","Critical Region"
"Native 10",11,"577",1,-1,-1,1,"Native 10 11","Accessible Mismatch","Inaccessible Match","Native","Spillover Region"
"Native 11",11,"309",1,-1,-1,-1,"Native 11 11","Accessible Mismatch","Inaccessible Match","Native","Critical Region"
"Native 11",11,"307",1,-1,-1,1,"Native 11 11","Accessible Mismatch","Inaccessible Match","Native","Spillover Region"
"Native 12",11,"617",1,-1,-1,-1,"Native 12 11","Accessible Mismatch","Inaccessible Match","Native","Critical Region"
"Native 12",11,"459",1,-1,-1,1,"Native 12 11","Accessible Mismatch","Inaccessible Match","Native","Spillover Region"
"Native 13",11,"546",1,-1,-1,-1,"Native 13 11","Accessible Mismatch","Inaccessible Match","Native","Critical Region"
"Native 13",11,"848",1,-1,-1,1,"Native 13 11","Accessible Mismatch","Inaccessible Match","Native","Spillover Region"
"Native 14",11,"671",1,-1,-1,-1,"Native 14 11","Accessible Mismatch","Inaccessible Match","Native","Critical Region"
"Native 14",11,"424",1,-1,-1,1,"Native 14 11","Accessible Mismatch","Inaccessible Match","Native","Spillover Region"
"Native 15",11,"321",1,-1,-1,-1,"Native 15 11","Accessible Mismatch","Inaccessible Match","Native","Critical Region"
"Native 15",11,"398",1,-1,-1,1,"Native 15 11","Accessible Mismatch","Inaccessible Match","Native","Spillover Region"
"Native 16",11,"469",1,-1,-1,-1,"Native 16 11","Accessible Mismatch","Inaccessible Match","Native","Critical Region"
"Native 16",11,"634",1,-1,-1,1,"Native 16 11","Accessible Mismatch","Inaccessible Match","Native","Spillover Region"
"Native 17",11,"376",1,-1,-1,-1,"Native 17 11","Accessible Mismatch","Inaccessible Match","Native","Critical Region"
"Native 17",11,"431",1,-1,-1,1,"Native 17 11","Accessible Mismatch","Inaccessible Match","Native","Spillover Region"
"Native 18",11,"512",1,-1,-1,-1,"Native 18 11","Accessible Mismatch","Inaccessible Match","Native","Critical Region"
"Native 18",11,"641",1,-1,-1,1,"Native 18 11","Accessible Mismatch","Inaccessible Match","Native","Spillover Region"
"Native 19",11,"387",1,1,-1,-1,"Native 19 11","Accessible Mismatch","Inaccessible Mismatch","Native","Critical Region"
"Native 19",11,"668",1,1,-1,1,"Native 19 11","Accessible Mismatch","Inaccessible Mismatch","Native","Spillover Region"
"Native 20",11,"544",1,1,-1,-1,"Native 20 11","Accessible Mismatch","Inaccessible Mismatch","Native","Critical Region"
"Native 20",11,"832",1,1,-1,1,"Native 20 11","Accessible Mismatch","Inaccessible Mismatch","Native","Spillover Region"
"Native 21",11,"330",1,1,-1,-1,"Native 21 11","Accessible Mismatch","Inaccessible Mismatch","Native","Critical Region"
"Native 21",11,"280",1,1,-1,1,"Native 21 11","Accessible Mismatch","Inaccessible Mismatch","Native","Spillover Region"
"Native 22",11,"760",1,1,-1,-1,"Native 22 11","Accessible Mismatch","Inaccessible Mismatch","Native","Critical Region"
"Native 22",11,"512",1,1,-1,1,"Native 22 11","Accessible Mismatch","Inaccessible Mismatch","Native","Spillover Region"
"Native 23",11,"408",1,1,-1,-1,"Native 23 11","Accessible Mismatch","Inaccessible Mismatch","Native","Critical Region"
"Native 23",11,"976",1,1,-1,1,"Native 23 11","Accessible Mismatch","Inaccessible Mismatch","Native","Spillover Region"
"Native 24",11,"423",1,1,-1,-1,"Native 24 11","Accessible Mismatch","Inaccessible Mismatch","Native","Critical Region"
"Native 24",11,"604",1,1,-1,1,"Native 24 11","Accessible Mismatch","Inaccessible Mismatch","Native","Spillover Region"
"Native 25",11,"432",1,1,-1,-1,"Native 25 11","Accessible Mismatch","Inaccessible Mismatch","Native","Critical Region"
"Native 25",11,"465",1,1,-1,1,"Native 25 11","Accessible Mismatch","Inaccessible Mismatch","Native","Spillover Region"
"Native 26",11,"443",1,1,-1,-1,"Native 26 11","Accessible Mismatch","Inaccessible Mismatch","Native","Critical Region"
"Native 26",11,"348",1,1,-1,1,"Native 26 11","Accessible Mismatch","Inaccessible Mismatch","Native","Spillover Region"
"Native 27",11,"514",1,1,-1,-1,"Native 27 11","Accessible Mismatch","Inaccessible Mismatch","Native","Critical Region"
"Native 27",11,"541",1,1,-1,1,"Native 27 11","Accessible Mismatch","Inaccessible Mismatch","Native","Spillover Region"
"Native 28",11,"575",1,1,-1,-1,"Native 28 11","Accessible Mismatch","Inaccessible Mismatch","Native","Critical Region"
"Native 28",11,"673",1,1,-1,1,"Native 28 11","Accessible Mismatch","Inaccessible Mismatch","Native","Spillover Region"
"Native 29",11,"1544",1,1,-1,-1,"Native 29 11","Accessible Mismatch","Inaccessible Mismatch","Native","Critical Region"
"Native 29",11,"859",1,1,-1,1,"Native 29 11","Accessible Mismatch","Inaccessible Mismatch","Native","Spillover Region"
"Native 30",11,"280",1,1,-1,-1,"Native 30 11","Accessible Mismatch","Inaccessible Mismatch","Native","Critical Region"
"Native 30",11,"303",1,1,-1,1,"Native 30 11","Accessible Mismatch","Inaccessible Mismatch","Native","Spillover Region"
"Native 31",11,"875",1,1,-1,-1,"Native 31 11","Accessible Mismatch","Inaccessible Mismatch","Native","Critical Region"
"Native 31",11,"398",1,1,-1,1,"Native 31 11","Accessible Mismatch","Inaccessible Mismatch","Native","Spillover Region"
"Native 32",11,"348",1,1,-1,-1,"Native 32 11","Accessible Mismatch","Inaccessible Mismatch","Native","Critical Region"
"Native 32",11,"290",1,1,-1,1,"Native 32 11","Accessible Mismatch","Inaccessible Mismatch","Native","Spillover Region"
"Native 33",11,"305",1,1,-1,-1,"Native 33 11","Accessible Mismatch","Inaccessible Mismatch","Native","Critical Region"
"Native 33",11,"344",1,1,-1,1,"Native 33 11","Accessible Mismatch","Inaccessible Mismatch","Native","Spillover Region"
"Native 34",11,"565",1,1,-1,-1,"Native 34 11","Accessible Mismatch","Inaccessible Mismatch","Native","Critical Region"
"Native 34",11,"791",1,1,-1,1,"Native 34 11","Accessible Mismatch","Inaccessible Mismatch","Native","Spillover Region"
"Native 35",11,"392",1,1,-1,-1,"Native 35 11","Accessible Mismatch","Inaccessible Mismatch","Native","Critical Region"
"Native 35",11,"464",1,1,-1,1,"Native 35 11","Accessible Mismatch","Inaccessible Mismatch","Native","Spillover Region"
"Native 36",11,"497",1,1,-1,-1,"Native 36 11","Accessible Mismatch","Inaccessible Mismatch","Native","Critical Region"
"Native 36",11,"599",1,1,-1,1,"Native 36 11","Accessible Mismatch","Inaccessible Mismatch","Native","Spillover Region"
"Native 19",12,"443",-1,-1,-1,-1,"Native 19 12","Accessible Match","Inaccessible Match","Native","Critical Region"
"Native 19",12,"556",-1,-1,-1,1,"Native 19 12","Accessible Match","Inaccessible Match","Native","Spillover Region"
"Native 20",12,"464",-1,-1,-1,-1,"Native 20 12","Accessible Match","Inaccessible Match","Native","Critical Region"
"Native 20",12,"714",-1,-1,-1,1,"Native 20 12","Accessible Match","Inaccessible Match","Native","Spillover Region"
"Native 21",12,"261",-1,-1,-1,-1,"Native 21 12","Accessible Match","Inaccessible Match","Native","Critical Region"
"Native 21",12,"264",-1,-1,-1,1,"Native 21 12","Accessible Match","Inaccessible Match","Native","Spillover Region"
"Native 22",12,"480",-1,-1,-1,-1,"Native 22 12","Accessible Match","Inaccessible Match","Native","Critical Region"
"Native 22",12,"1009",-1,-1,-1,1,"Native 22 12","Accessible Match","Inaccessible Match","Native","Spillover Region"
